country_code,country,region,year,population,income_per_capita,life_expectancy,fertility_rate,child_mortality,co2_per_capita,people_in_poverty,traffic_deaths,internet_users,cell_phones_total
civ,Cote d'Ivoire,Sub-Saharan Africa,2015,25246342.0,4.3082,61.1,4.97,90.78,0.559,11765939.0,20.58,38.44,25407610.0
civ,Cote d'Ivoire,Sub-Saharan Africa,2020,28915449.0,6.1157,63.1,4.46,77.92,0.546,6821842.0,20.94,36.0166,40095246.0
hrv,Croatia,Europe & Central Asia,2000,4326105.0,24.3376,74.4,1.42,8.3,4.733,,12.73,6.64488,1033000.0
hrv,Croatia,Europe & Central Asia,2005,4313946.0,35.9107,75.5,1.51,6.72,5.824,1926.0,11.49,33.14,3649700.0
hrv,Croatia,Europe & Central Asia,2010,4301145.0,54.2083,76.6,1.55,5.48,5.512,,9.23,56.55,4928352.0
hrv,Croatia,Europe & Central Asia,2015,4183729.0,24.7421,77.8,1.4,4.91,5.026,31987.0,7.16,69.84504,4415660.0
hrv,Croatia,Europe & Central Asia,2020,3953958.0,33.3875,77.7,1.48,4.85,5.485,18652.0,5.92,78.3209,4375699.0
cub,Cuba,Americas,2000,11109109.0,7.8631,77.2,1.61,8.83,2.334,566716.0,14.26,0.54118,6536.0
cub,Cuba,Americas,2005,11262554.0,9.5248,78.1,1.49,7.39,2.297,488148.0,9.98,9.73806,135534.0
cub,Cuba,Americas,2010,11297409.0,13.6919,78.5,1.67,6.37,3.024,296663.0,7.93,15.9,1003015.0
cub,Cuba,Americas,2015,11275065.0,16.4207,78.4,1.69,5.66,2.568,295955.0,8.16,37.3051,3335346.0
cub,Cuba,Americas,2020,11176354.0,15.3605,77.8,1.49,5.1,2.337,289400.0,6.0,71.11908,6661763.0
cyp,Cyprus,Europe & Central Asia,2000,947667.0,44.438,77.1,1.64,6.46,7.975,956.0,14.81,15.25539,218324.0
cyp,Cyprus,Europe & Central Asia,2005,1036151.0,53.2599,78.2,1.48,4.48,9.239,227.0,12.85,32.81,782503.0
cyp,Cyprus,Europe & Central Asia,2010,1127816.0,58.4331,79.3,1.43,3.37,7.6,486.0,10.29,52.99,1034071.0
cyp,Cyprus,Europe & Central Asia,2015,1219502.0,50.0659,80.1,1.32,2.89,5.619,273.0,7.94,71.71574,1111123.0
cyp,Cyprus,Europe & Central Asia,2020,1302247.0,58.7701,80.1,1.36,2.76,5.448,362.0,6.38,90.80195,1239960.0
cze,Czech Republic,Europe & Central Asia,2000,10236804.0,27.3352,75.0,1.15,5.46,11.701,493.0,11.94,9.78053,4346009.0
cze,Czech Republic,Europe & Central Asia,2005,10280153.0,31.2248,76.3,1.28,4.36,10.674,2305.0,9.96,35.27,11775878.0
cze,Czech Republic,Europe & Central Asia,2010,10464035.0,35.9922,77.6,1.51,3.38,11.471,6510.0,7.14,68.82,12934100.0
cze,Czech Republic,Europe & Central Asia,2015,10524416.0,37.9153,78.8,1.59,3.17,9.9,1106.0,6.24,75.66884,12454575.01
cze,Czech Republic,Europe & Central Asia,2020,10550129.0,45.3027,78.3,1.76,2.94,9.433,605.0,5.13,81.3389,12999812.0
dnk,Denmark,Europe & Central Asia,2000,5339658.0,59.5908,76.9,1.77,5.69,12.212,,9.14,39.17243,3363552.0
dnk,Denmark,Europe & Central Asia,2005,5419555.0,59.9153,78.1,1.8,4.98,12.233,12053.0,6.86,82.74,5449206.0
dnk,Denmark,Europe & Central Asia,2010,5547863.0,66.3214,79.3,1.86,4.1,11.192,3314.0,4.6,88.72,6420790.0
dnk,Denmark,Europe & Central Asia,2015,5683701.0,67.5605,80.8,1.71,4.11,8.622,10566.0,3.21,96.3305,7079249.0
dnk,Denmark,Europe & Central Asia,2020,5831530.0,73.0579,81.5,1.68,3.87,7.269,10659.0,2.57,96.54915,7252675.0
dji,Djibouti,Middle East & North Africa,2000,747318.0,5.238,63.0,4.6,100.95,0.511,246630.0,25.55,0.1945,230.0
dji,Djibouti,Middle East & North Africa,2005,839167.0,5.7905,63.8,4.04,88.67,0.529,264326.0,24.28,0.9536,44053.0
dji,Djibouti,Middle East & North Africa,2010,930251.0,6.4194,64.9,3.43,76.61,0.615,266027.0,25.03,6.5,165613.0
dji,Djibouti,Middle East & North Africa,2015,1020313.0,6.1193,66.4,3.04,65.83,0.665,293715.0,25.7,22.9,314350.0
dji,Djibouti,Middle East & North Africa,2020,1105188.0,6.6951,67.0,2.75,55.86,0.673,267373.0,25.6,59.9257,434035.0
dma,Dominica,Americas,2000,68511.0,12.8919,75.1,2.35,16.92,1.474,5259.0,14.47,8.81484,1200.0
dma,Dominica,Americas,2005,68734.0,14.5475,75.4,2.0,19.7,2.026,5093.0,13.43,38.5436,52000.0
dma,Dominica,Americas,2010,68859.0,17.54,75.5,1.89,24.55,2.432,4724.0,13.67,47.45,105567.0
dma,Dominica,Americas,2015,70410.0,16.9434,74.4,1.65,31.11,2.473,5672.0,13.91,65.0,77254.0
dma,Dominica,Americas,2020,67573.0,14.9393,75.3,1.5,34.46,2.358,5700.0,13.77,75.6567,74607.0
dom,Dominican Republic,Americas,2000,8584190.0,17.4121,74.0,2.87,39.98,1.427,718774.0,25.35,3.70469,705431.0
dom,Dominican Republic,Americas,2005,9225034.0,14.2388,74.7,2.57,36.39,3.557,970714.0,25.23,11.4832,3623289.0
dom,Dominican Republic,Americas,2010,9820175.0,15.2723,75.0,2.56,35.14,7.43,643526.0,26.49,31.4,8892783.0
dom,Dominican Republic,Americas,2015,10434829.0,18.2176,74.0,2.43,35.0,3.455,381599.0,29.15,54.21577,8797247.0
dom,Dominican Republic,Americas,2020,11008300.0,18.1432,72.0,2.33,33.74,2.847,179933.0,34.47,81.6173,8989587.0
ecu,Ecuador,Americas,2000,12689206.0,7.7467,71.8,3.1,29.53,1.544,4266957.0,30.64,1.46219,482213.0
ecu,Ecuador,Americas,2005,13846163.0,13.4291,73.3,2.8,23.45,2.37,2160679.0,29.96,5.9943,6246332.0
ecu,Ecuador,Americas,2010,15076695.0,15.876,75.8,2.62,18.98,2.619,1261071.0,31.4,29.03,14780730.0
ecu,Ecuador,Americas,2015,16266225.0,18.4136,78.5,2.21,15.37,2.907,834144.0,23.9,48.94043,12943791.0
ecu,Ecuador,Americas,2020,17546065.0,16.1642,73.7,1.97,12.93,2.306,1462710.0,19.94,70.7,15485366.0
egy,Egypt,Middle East & North Africa,2000,73083284.0,8.4099,67.4,3.51,31.85,1.905,1052497.0,12.54,0.64127,1359900.0
egy,Egypt,Middle East & North Africa,2005,81101004.0,7.7853,68.0,3.25,26.81,1.855,3914987.0,13.1,12.75,13629602.0
egy,Egypt,Middle East & North Africa,2010,89196072.0,8.6784,68.7,3.3,25.7,2.289,2189643.0,13.66,21.6,70661005.0
egy,Egypt,Middle East & North Africa,2015,99597342.0,9.6095,69.0,3.5,24.59,2.515,1560410.0,13.49,37.81938,94016152.0
egy,Egypt,Middle East & North Africa,2020,109315124.0,8.9934,69.1,2.85,18.43,2.236,2537825.0,11.76,71.9142,95357427.0
slv,El Salvador,Americas,2000,5943366.0,11.5506,71.9,3.08,33.19,1.385,1078550.0,31.18,1.1774,743628.0
slv,El Salvador,Americas,2005,6005578.0,10.8002,72.5,2.44,25.13,1.36,974040.0,28.95,4.2,2411753.0
slv,El Salvador,Americas,2010,6068249.0,10.624,73.5,2.24,19.38,1.289,735058.0,23.01,15.9,7700336.0
slv,El Salvador,Americas,2015,6183676.0,11.8882,70.7,2.07,15.47,1.374,348718.0,22.13,26.8026,9334132.0
slv,El Salvador,Americas,2020,6234673.0,14.11,71.3,1.82,12.96,1.349,331411.0,22.18,54.60137,9949000.0
gnq,Equatorial Guinea,Sub-Saharan Africa,2000,703279.0,6.9289,54.3,5.83,155.74,0.756,458015.0,53.63,0.13235,5000.0
gnq,Equatorial Guinea,Sub-Saharan Africa,2005,947367.0,17.9797,57.4,5.56,133.49,10.049,259655.0,52.77,1.1498,96900.0
gnq,Equatorial Guinea,Sub-Saharan Africa,2010,1189085.0,18.771,59.4,5.21,111.17,7.306,114423.0,54.98,6.0,399290.0
gnq,Equatorial Guinea,Sub-Saharan Africa,2015,1453923.0,15.4978,61.8,4.77,93.18,5.159,105657.0,48.55,21.32,533336.0
gnq,Equatorial Guinea,Sub-Saharan Africa,2020,1716468.0,9.5275,60.1,4.35,78.58,4.352,153327.0,50.83,55.0013,744081.0
eri,Eritrea,Sub-Saharan Africa,2000,2247031.0,2.5637,55.8,5.4,85.22,0.264,1252646.0,37.59,0.13671,
eri,Eritrea,Sub-Saharan Africa,2005,2661215.0,2.4517,58.8,4.93,67.47,0.27,1182892.0,37.26,,40438.0
eri,Eritrea,Sub-Saharan Africa,2010,2945186.0,2.2779,60.0,4.57,55.05,0.157,1065751.0,38.66,0.61,185275.0
eri,Eritrea,Sub-Saharan Africa,2015,3105546.0,2.7955,61.5,4.22,46.33,0.201,942062.0,40.88,1.0837,475000.0
eri,Eritrea,Sub-Saharan Africa,2020,3291271.0,3.3346,62.1,3.93,39.27,0.215,857051.0,42.82,14.3494,1801000.0
est,Estonia,Europe & Central Asia,2000,1396997.0,12.9465,70.9,1.35,10.94,14.463,44116.0,15.57,28.57695,557000.0
est,Estonia,Europe & Central Asia,2005,1354848.0,21.1735,72.7,1.52,7.16,14.208,16452.0,12.91,61.45,1445300.0
est,Estonia,Europe & Central Asia,2010,1331448.0,25.3988,75.5,1.72,4.59,12.898,15932.0,7.44,74.1,1652809.0
est,Estonia,Europe & Central Asia,2015,1314576.0,35.0295,77.6,1.58,3.06,13.659,9734.0,5.62,88.4097,1903545.0
est,Estonia,Europe & Central Asia,2020,1329669.0,45.9222,78.5,1.59,2.13,9.334,5722.0,3.95,89.05829,1925789.0
swz,Eswatini,Sub-Saharan Africa,2000,1041414.0,4.0384,50.0,4.03,112.19,1.185,666703.0,56.44,0.92619,33000.0
swz,Eswatini,Sub-Saharan Africa,2005,1079022.0,4.1662,40.4,3.7,119.36,1.0,645922.0,77.7,3.697,200000.0
swz,Eswatini,Sub-Saharan Africa,2010,1111650.0,4.5305,48.1,3.38,85.47,0.995,596794.0,63.05,11.04,725802.0
swz,Eswatini,Sub-Saharan Africa,2015,1142813.0,6.0814,56.1,3.12,57.16,0.89,531357.0,44.53,25.643,941000.0
swz,Eswatini,Sub-Saharan Africa,2020,1192729.0,6.5158,57.0,2.89,46.81,1.057,527861.0,43.83,49.013,1249351.0
eth,Ethiopia,Sub-Saharan Africa,2000,67411494.0,3.1534,49.7,6.65,140.68,0.056,41838973.0,32.34,0.01526,17757.0
eth,Ethiopia,Sub-Saharan Africa,2005,78367470.0,4.0276,55.9,6.19,108.87,0.052,31952869.0,28.16,0.21966,410630.0
eth,Ethiopia,Sub-Saharan Africa,2010,90538514.0,4.3056,60.5,5.28,82.03,0.056,34434570.0,30.69,0.75,6854000.0
eth,Ethiopia,Sub-Saharan Africa,2015,103867135.0,4.7581,63.2,4.53,62.36,0.111,34633912.0,31.54,13.85518,42311629.0
eth,Ethiopia,Sub-Saharan Africa,2020,118917671.0,4.2569,63.7,4.27,48.84,0.172,43766748.0,34.84,16.0696,44500000.0
fji,Fiji,East Asia & Pacific,2000,840909.0,10.2394,67.2,2.99,22.41,1.029,50483.0,10.95,1.49685,55057.0
fji,Fiji,East Asia & Pacific,2005,882379.0,11.2039,67.4,2.92,23.14,1.317,40959.0,11.12,8.45364,205000.0
fji,Fiji,East Asia & Pacific,2010,910419.0,11.7308,67.3,2.7,23.64,1.398,32444.0,10.23,20.0,697920.0
fji,Fiji,East Asia & Pacific,2015,918578.0,10.4459,67.8,2.57,24.37,2.455,27799.0,9.25,42.5,965950.0
fji,Fiji,East Asia & Pacific,2020,914963.0,7.073,68.0,2.36,27.51,2.385,70791.0,8.87,68.6256,991500.0
fin,Finland,Europe & Central Asia,2000,5176202.0,48.6267,77.9,1.73,4.28,15.182,,7.45,37.24846,3728625.0
fin,Finland,Europe & Central Asia,2005,5246082.0,55.8778,79.2,1.8,3.75,15.32,4179.0,6.38,74.48,5270000.0
fin,Finland,Europe & Central Asia,2010,5363350.0,61.6015,80.1,1.86,3.02,15.332,2738.0,4.44,86.89,8390000.0
fin,Finland,Europe & Central Asia,2015,5479717.0,62.1008,81.3,1.65,2.49,10.01,4025.0,3.53,86.42213,7396200.0
fin,Finland,Europe & Central Asia,2020,5529612.0,66.2401,81.9,1.37,2.12,8.634,1706.0,2.93,92.17027,7120000.0
fra,France,Europe & Central Asia,2000,59483717.0,55.4925,79.2,1.88,5.39,8.755,7935.0,13.04,14.30792,29052360.0
fra,France,Europe & Central Asia,2005,61625032.0,54.3938,80.5,1.92,4.62,9.055,29614.0,8.53,42.87,48088000.0
fra,France,Europe & Central Asia,2010,63417363.0,66.6015,81.5,2.02,4.21,8.021,59853.0,6.61,77.28,57785000.0
fra,France,Europe & Central Asia,2015,64916336.0,67.3277,82.4,1.93,4.16,6.607,92167.0,5.03,78.00604,66681000.0
fra,France,Europe & Central Asia,2020,65905277.0,65.7902,82.3,1.79,4.26,5.789,91117.0,3.63,84.7064,72751000.0
gab,Gabon,Sub-Saharan Africa,2000,1275572.0,10.4302,61.5,4.47,82.91,3.805,117687.0,31.07,1.21614,120000.0
gab,Gabon,Sub-Saharan Africa,2005,1463495.0,10.2514,63.1,4.21,73.6,3.496,143961.0,32.59,4.89326,736690.0
gab,Gabon,Sub-Saharan Africa,2010,1719879.0,11.818,64.7,4.15,61.66,2.94,110830.0,30.56,13.0,1610000.0
gab,Gabon,Sub-Saharan Africa,2015,2040989.0,13.624,65.9,3.92,50.3,2.693,92448.0,30.9,45.7845,2821555.0
gab,Gabon,Sub-Saharan Africa,2020,2322539.0,13.7767,65.4,3.83,41.9,2.532,115606.0,27.97,63.9179,3049530.0
gmb,Gambia,Sub-Saharan Africa,2000,1455084.0,3.046,62.8,5.72,113.36,0.209,861412.0,20.88,0.92179,5600.0
gmb,Gambia,Sub-Saharan Africa,2005,1667037.0,4.568,63.5,5.71,91.48,0.211,839000.0,20.24,3.799,247478.0
gmb,Gambia,Sub-Saharan Africa,2010,1926630.0,5.6226,65.8,5.56,73.62,0.241,652736.0,16.72,9.2,1478347.0
gmb,Gambia,Sub-Saharan Africa,2015,2224529.0,6.4856,67.2,5.0,59.8,0.251,430143.0,15.95,17.5995,2715672.0
gmb,Gambia,Sub-Saharan Africa,2020,2515733.0,6.4661,64.4,4.25,49.39,0.268,572257.0,19.99,36.011,2677954.0
geo,Georgia,Europe & Central Asia,2000,4328358.0,5.1156,69.5,1.61,36.56,1.426,1478642.0,8.86,0.48475,194741.0
geo,Georgia,Europe & Central Asia,2005,4026131.0,6.3029,71.5,1.58,23.63,2.204,917754.0,12.92,6.0795,1174308.0
geo,Georgia,Europe & Central Asia,2010,3895925.0,6.4966,71.7,1.97,14.18,2.079,912672.0,16.09,26.9,3978242.0
geo,Georgia,Europe & Central Asia,2015,3791573.0,8.3608,72.8,2.21,10.51,3.113,418969.0,19.89,47.56976,5550730.0
geo,Georgia,Europe & Central Asia,2020,3795678.0,7.7513,73.2,1.98,9.25,3.453,457554.0,15.1,72.53157,5100101.0
deu,Germany,Europe & Central Asia,2000,81797258.0,62.8761,78.3,1.39,5.36,13.204,120.0,9.46,30.21635,48202000.0
deu,Germany,Europe & Central Asia,2005,82046731.0,64.1839,79.4,1.34,4.73,12.851,292.0,6.59,68.71,79271000.0
deu,Germany,Europe & Central Asia,2010,80830924.0,65.7734,80.3,1.4,4.17,12.53,5266.0,4.69,82.0,88400000.0
deu,Germany,Europe & Central Asia,2015,82077550.0,69.149,80.8,1.5,3.93,10.829,2.0,3.96,87.5898,96360000.0
deu,Germany,Europe & Central Asia,2020,83628708.0,79.6348,81.0,1.53,3.66,9.184,82469.0,2.9,89.81294,107400000.0
gha,Ghana,Sub-Saharan Africa,2000,19637087.0,3.0753,58.6,4.83,99.74,0.403,12606441.0,18.72,0.15362,130045.0
gha,Ghana,Sub-Saharan Africa,2005,22449438.0,3.3877,60.6,4.5,83.01,0.484,13543659.0,18.93,1.8312,2874560.0
gha,Ghana,Sub-Saharan Africa,2010,25474995.0,4.3597,62.6,4.18,69.12,0.575,13144677.0,20.72,7.8,17436949.0
gha,Ghana,Sub-Saharan Africa,2015,28696068.0,5.0061,63.9,3.98,54.56,0.808,11611668.0,25.18,23.0,35008387.0
gha,Ghana,Sub-Saharan Africa,2020,31887809.0,5.7368,64.3,3.54,44.71,0.709,11476861.0,27.97,62.5176,40461609.0
grc,Greece,Europe & Central Asia,2000,10782635.0,34.0644,78.3,1.33,6.41,9.389,23871.0,16.79,9.13884,5932403.0
grc,Greece,Europe & Central Asia,2005,10981334.0,41.8965,79.4,1.36,4.58,8.36,48363.0,14.19,24.0,10260396.0
grc,Greece,Europe & Central Asia,2010,11124670.0,38.9108,80.3,1.49,3.93,8.306,61249.0,11.38,44.4,12292716.0
grc,Greece,Europe & Central Asia,2015,10820903.0,27.111,80.8,1.33,4.37,5.206,193058.0,8.69,66.83496,12566649.0
grc,Greece,Europe & Central Asia,2020,10699369.0,31.2614,81.2,1.39,4.09,5.025,122731.0,6.49,78.11584,11412995.0
grd,Grenada,Americas,2000,107451.0,14.653,73.1,2.44,15.47,1.854,3441.0,10.22,4.06391,4300.0
grd,Grenada,Americas,2005,109734.0,17.802,74.0,2.24,14.61,2.067,1894.0,9.44,20.4878,46858.0
grd,Grenada,Americas,2010,111586.0,16.6166,75.1,2.04,15.06,2.451,2269.0,8.39,27.0,121946.0
grd,Grenada,Americas,2015,114676.0,18.8335,75.5,1.72,16.22,2.375,1317.0,8.91,52.5,119767.0
grd,Grenada,Americas,2020,116341.0,18.2252,74.6,1.53,16.34,2.248,1829.0,5.75,65.6538,118760.0
gtm,Guatemala,Americas,2000,11697592.0,17.501,67.7,4.58,52.14,1.986,1101623.0,13.4,0.71233,856831.0
gtm,Guatemala,Americas,2005,13087629.0,17.9341,69.3,3.97,42.67,0.77,1448941.0,11.73,5.7,4510067.0
gtm,Guatemala,Americas,2010,14500112.0,15.8702,71.3,3.38,34.78,0.707,1505737.0,15.62,10.5,18067970.0
gtm,Guatemala,Americas,2015,15971743.0,13.8046,72.2,3.03,28.33,0.835,1441742.0,16.32,28.8059,18121390.0
gtm,Guatemala,Americas,2020,17357325.0,12.9817,71.2,2.47,23.67,1.228,1888729.0,15.45,47.5123,20390671.0
gin,Guinea,Sub-Saharan Africa,2000,8428832.0,4.6027,53.5,5.92,164.2,0.16,3961783.0,34.19,0.09542,42112.0
gin,Guinea,Sub-Saharan Africa,2005,9245844.0,4.4016,56.6,5.73,134.69,0.187,4383903.0,28.83,0.5423,189000.0
gin,Guinea,Sub-Saharan Africa,2010,10396086.0,5.2032,58.6,5.44,117.7,0.419,3993693.0,27.43,1.0,4000000.0
gin,Guinea,Sub-Saharan Africa,2015,11767070.0,6.1252,59.4,5.0,107.3,0.206,2174935.0,27.17,9.2,10764000.0
gin,Guinea,Sub-Saharan Africa,2020,13371183.0,6.8697,61.1,4.49,95.49,0.433,1477811.0,26.8,26.1455,14411000.0
gnb,Guinea-Bissau,Sub-Saharan Africa,2000,1234741.0,3.0912,53.6,5.79,173.78,0.122,797559.0,21.65,0.2301,
gnb,Guinea-Bissau,Sub-Saharan Africa,2005,1381585.0,2.8732,53.9,5.46,144.51,0.158,968911.0,20.11,1.9014,98825.0
gnb,Guinea-Bissau,Sub-Saharan Africa,2010,1566347.0,2.8752,57.6,5.11,114.5,0.157,1187579.0,18.98,2.45,677365.0
gnb,Guinea-Bissau,Sub-Saharan Africa,2015,1786457.0,3.8894,59.2,4.66,92.08,0.16,1111604.0,18.6,6.1,1238493.0
gnb,Guinea-Bissau,Sub-Saharan Africa,2020,2013255.0,4.4237,59.3,4.08,76.84,0.181,784326.0,17.94,20.4573,1913858.0
guy,Guyana,Americas,2000,764832.0,10.9223,66.4,3.06,46.4,2.156,85813.0,15.74,0.6,39830.0
guy,Guyana,Americas,2005,760914.0,11.447,66.7,2.65,41.38,1.926,81917.0,18.75,5.7,281368.0
guy,Guyana,Americas,2010,749256.0,14.6612,67.8,2.68,37.43,2.295,57255.0,16.93,29.9,560397.0
guy,Guyana,Americas,2015,758781.0,17.0152,68.6,2.67,33.09,2.614,43364.0,17.25,34.0,542598.0
guy,Guyana,Americas,2020,807481.0,27.1819,69.6,2.49,28.44,2.889,19505.0,16.26,62.954,856000.0
hti,Haiti,Americas,2000,8303151.0,3.0485,56.1,4.39,103.93,0.159,5969833.0,33.69,0.23127,55000.0
hti,Haiti,Americas,2005,9061273.0,4.4229,58.3,3.84,89.42,0.223,6583988.0,32.83,6.3762,500200.0
hti,Haiti,Americas,2010,9803294.0,7.1655,31.0,3.5,203.59,0.211,4083304.0,32.98,8.37,4000000.0
hti,Haiti,Americas,2015,10523242.0,9.0516,61.0,3.11,69.9,0.272,4126775.0,35.05,14.2,7300000.0
hti,Haiti,Americas,2020,11243848.0,8.5421,61.6,2.8,60.29,0.25,4722233.0,36.49,39.3881,7319000.0
hos,Holy See,Europe & Central Asia,2000,779.0,,,1.0,,,,,,
hos,Holy See,Europe & Central Asia,2005,,,,1.0,,,,,,
hos,Holy See,Europe & Central Asia,2010,,,,1.0,,,,,,
hos,Holy See,Europe & Central Asia,2015,,,,1.0,,,,,,
hos,Holy See,Europe & Central Asia,2020,,,,1.0,,,,,,
hnd,Honduras,Americas,2000,6577773.0,9.5616,72.2,4.29,37.0,0.59,1821080.0,20.36,1.20386,155271.0
hnd,Honduras,Americas,2005,7478355.0,10.184,73.3,3.58,29.21,0.704,2290466.0,19.29,6.5,1281462.0
hnd,Honduras,Americas,2010,8365878.0,12.1056,74.1,3.08,23.32,0.788,1723059.0,18.81,11.09,9505071.0
hnd,Honduras,Americas,2015,9237305.0,10.5275,72.9,2.75,19.24,0.871,1833042.0,22.5,27.13955,8048388.0
hnd,Honduras,Americas,2020,10119640.0,10.9607,72.6,2.58,16.27,0.803,2225830.0,22.79,45.2483,6960654.0
hun,Hungary,Europe & Central Asia,2000,10190600.0,13.3395,71.8,1.32,10.13,7.13,26004.0,12.18,6.99968,3076279.0
hun,Hungary,Europe & Central Asia,2005,10065706.0,39.9369,73.0,1.31,7.55,7.718,8330.0,12.4,38.97,9320000.0
hun,Hungary,Europe & Central Asia,2010,9979129.0,20.7031,74.6,1.26,6.01,7.186,17591.0,7.8,65.0,12011823.0
hun,Hungary,Europe & Central Asia,2015,9839211.0,22.6131,75.9,1.45,5.06,5.991,98950.0,6.4,72.83474,9900582.0
hun,Hungary,Europe & Central Asia,2020,9749457.0,30.6962,75.7,1.58,3.78,6.201,90868.0,5.57,84.77115,10332660.0
isl,Iceland,Europe & Central Asia,2000,281280.0,51.8067,79.8,2.07,4.06,10.471,72.0,7.22,44.47053,214896.0
isl,Iceland,Europe & Central Asia,2005,296834.0,57.4711,81.0,2.05,3.25,10.073,102.0,5.04,87.0,283108.0
isl,Iceland,Europe & Central Asia,2010,318158.0,54.0228,81.7,2.19,2.7,11.313,425.0,3.42,93.39,341077.0
isl,Iceland,Europe & Central Asia,2015,330952.0,63.4449,82.2,1.81,2.28,10.708,34.0,2.83,98.2,383919.0
isl,Iceland,Europe & Central Asia,2020,366614.0,60.7991,82.7,1.72,1.85,9.929,314.0,2.32,99.53275,421384.0
ind,India,South Asia,2000,1057922733.0,3.6511,63.6,3.35,91.65,0.85,495124720.0,18.54,0.52753,3577095.0
ind,India,South Asia,2005,1154676322.0,3.7939,66.2,2.96,74.44,0.944,515659808.0,17.31,2.3881,90140000.0
ind,India,South Asia,2010,1243481564.0,4.4024,67.6,2.6,58.15,1.265,395065511.0,19.35,7.5,752190000.0
ind,India,South Asia,2015,1328024498.0,5.2053,69.4,2.29,43.53,1.598,231910964.0,17.46,14.9,1001056000.0
ind,India,South Asia,2020,1402617695.0,6.0028,70.3,2.05,32.65,1.622,143286317.0,17.1,43.40544,1153709832.0
idn,Indonesia,East Asia & Pacific,2000,216077790.0,3.0098,69.1,2.5,52.21,1.096,139667810.0,14.63,0.92556,3669327.0
idn,Indonesia,East Asia & Pacific,2005,230871650.0,4.0097,69.7,2.45,41.69,1.429,93858243.0,16.22,3.60202,46909972.0
idn,Indonesia,East Asia & Pacific,2010,246305322.0,4.8653,70.2,2.46,33.83,1.835,82776772.0,18.5,10.92,211290235.0
idn,Indonesia,East Asia & Pacific,2015,261799249.0,6.2537,71.5,2.35,27.67,2.094,57223130.0,18.2,22.06274,338948340.0
idn,Indonesia,East Asia & Pacific,2020,274814866.0,7.701,71.4,2.19,23.0,2.284,28656466.0,18.38,53.72649,355620388.0
irn,Iran,Middle East & North Africa,2000,66418659.0,10.9331,72.7,2.0,36.22,4.459,8370250.0,43.69,0.93419,962595.0
irn,Iran,Middle East & North Africa,2005,71828455.0,14.8737,74.7,1.76,26.4,5.607,3639087.0,38.71,8.1,8510513.0
irn,Iran,Middle East & North Africa,2010,77420842.0,13.4519,76.4,1.75,19.33,6.466,3212925.0,30.81,15.9,54051764.0
irn,Iran,Middle East & North Africa,2015,82619362.0,11.7931,77.2,2.02,15.45,7.228,2832542.0,25.11,45.33498,74218815.0
irn,Iran,Middle East & North Africa,2020,87723443.0,10.7377,74.2,1.7,13.0,7.502,4295451.0,21.39,75.56987,127624951.0
irq,Iraq,Middle East & North Africa,2000,24424056.0,12.2541,67.5,4.92,44.46,3.055,108294.0,23.67,,
irq,Iraq,Middle East & North Africa,2005,28407448.0,11.0236,66.2,4.45,40.02,4.2,243687.0,22.94,0.9,1533000.0
irq,Iraq,Middle East & North Africa,2010,31045366.0,12.0703,68.4,4.46,34.93,3.735,225102.0,21.43,2.5,23264408.0
irq,Iraq,Middle East & North Africa,2015,37560535.0,12.477,68.2,4.08,29.71,4.66,229644.0,21.27,15.2144,33559000.0
irq,Iraq,Middle East & North Africa,2020,42116605.0,12.7753,67.5,3.42,25.11,5.402,286265.0,19.56,53.6778,37475325.0
irl,Ireland,Europe & Central Asia,2000,3802585.0,39.4804,76.7,1.89,7.14,14.345,2753.0,10.14,17.85047,2461000.0
irl,Ireland,Europe & Central Asia,2005,4155284.0,48.6239,79.0,1.87,5.19,17.523,2722.0,6.87,41.61,4270000.0
irl,Ireland,Europe & Central Asia,2010,4559080.0,44.9844,80.6,2.06,4.17,11.001,37226.0,4.51,69.85,4701474.0
irl,Ireland,Europe & Central Asia,2015,4702487.0,47.6405,81.5,1.86,3.7,9.896,21249.0,2.86,83.49479,4902009.0
irl,Ireland,Europe & Central Asia,2020,4982606.0,59.4242,82.2,1.65,3.07,8.767,7039.0,2.13,91.99989,5234009.0
isr,Israel,Middle East & North Africa,2000,6111190.0,29.7894,79.1,2.92,6.89,11.159,22252.0,10.62,20.87379,4400000.0
isr,Israel,Middle East & North Africa,2005,6728206.0,31.0677,80.5,2.79,5.58,10.94,57547.0,8.35,25.194,7757000.0
isr,Israel,Middle East & North Africa,2010,7336735.0,34.9423,82.0,3.03,4.55,11.625,45778.0,5.82,67.5,9111000.0
isr,Israel,Middle East & North Africa,2015,8052908.0,40.111,82.7,3.09,3.91,10.016,40535.0,4.92,77.35209,10570000.0
isr,Israel,Middle East & North Africa,2020,8800376.0,42.2146,83.0,2.94,3.54,8.373,58687.0,4.12,90.12734,12270000.0
ita,Italy,Europe & Central Asia,2000,57272196.0,44.4202,79.6,1.25,5.57,9.942,311950.0,13.22,23.11087,42246000.0
ita,Italy,Europe & Central Asia,2005,58519693.0,55.2555,80.8,1.33,4.47,10.533,234753.0,10.31,35.0,71500000.0
ita,Italy,Europe & Central Asia,2010,60164213.0,55.4391,81.9,1.44,3.96,10.023,437727.0,7.39,53.68,93666088.0
ita,Italy,Europe & Central Asia,2015,60575316.0,52.6179,82.4,1.34,3.48,7.522,665830.0,5.69,58.14173,87691238.0
